price,predicted_price,difference,link,source
1180000.0,867647.6990672136,312352.3009327864,https://www.99.co/singapore/sale/property/81-redhill-lane-hdb-bqPiNhUd9gCMEYYKVpDPt5?enquiry_position=2268&enquiry_source=Search,Co 99
1180000.0,867647.6990672136,312352.3009327864,https://www.99.co/singapore/sale/property/81-redhill-lane-hdb-hbAMtHD6xZ8QiRvr76md2H?enquiry_position=1914&enquiry_source=Search,Co 99
1100000.0,790128.2869708086,309871.71302919136,https://www.propertyguru.com.sg/listing/hdb-for-sale-pinnacle-duxton-22962286,Property Guru
900000.0,591475.8806921672,308524.1193078328,https://www.99.co/singapore/sale/property/102-spottiswoode-park-road-hdb-4TbcGPHaeeoVznCUHxnMpS?enquiry_position=3687&enquiry_source=Search,Co 99
1200000.0,898814.1000532882,301185.89994671184,https://www.propertyguru.com.sg/listing/hdb-for-sale-89-dawson-road-22969825,Property Guru
1200000.0,898814.1000532882,301185.89994671184,https://www.propertyguru.com.sg/listing/hdb-for-sale-89-dawson-road-23002210,Property Guru
750000.0,449453.23670615524,300546.76329384476,https://www.99.co/singapore/sale/property/416-serangoon-central-hdb-N3Gmt84dLjq4QKw8NDH6VV?enquiry_position=615&enquiry_source=Search,Co 99
900000.0,600181.9494502634,299818.0505497366,https://www.propertyguru.com.sg/listing/hdb-for-sale-44-stirling-road-22086081,Property Guru
960000.0,661111.0772701972,298888.9227298028,https://www.propertyguru.com.sg/listing/hdb-for-sale-87-dawson-road-22785315,Property Guru
960000.0,661111.0772701972,298888.9227298028,https://www.propertyguru.com.sg/listing/hdb-for-sale-87-dawson-road-22987485,Property Guru
960000.0,661111.0772701972,298888.9227298028,https://www.propertyguru.com.sg/listing/hdb-for-sale-87-dawson-road-22798238,Property Guru
960000.0,661111.0772701972,298888.9227298028,https://www.propertyguru.com.sg/listing/hdb-for-sale-87-dawson-road-22976678,Property Guru
