address,link,price,bedrooms,bathrooms,floor_area,year_built,date_scraped
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-6gchyL9cutHR2aa4W8cCzG?enquiry_position=7476&enquiry_source=Search,"$850,000",3,2,82.96,,2020-07-18 17:01:43.228176
470 Jurong West Street 41,https://www.99.co/singapore/sale/property/470-jurong-west-street-41-hdb-WZ7qQXNNKkfEgAiM8CgdHf?enquiry_position=7477&enquiry_source=Search,"$630,000",4,3,151.06,1985,2020-07-18 17:01:43.228176
305D Punggol Drive,https://www.99.co/singapore/sale/property/305d-punggol-drive-hdb-3DGViXMD8Rgbx3gsApVhcR?enquiry_position=7478&enquiry_source=Search,"$528,000",3,2,96.99,2012,2020-07-18 17:01:43.228176
348B Yishun Avenue 11,https://www.99.co/singapore/sale/property/348b-yishun-avenue-11-hdb-L7mYBmwrWaAJueYJWNc8VP?enquiry_position=7479&enquiry_source=Search,"$798,000",3,2,112.04,2013,2020-07-18 17:01:43.228176
686B Jurong West Central 1,https://www.99.co/singapore/sale/property/686b-jurong-west-central-1-hdb-jLAiJfPZsDSv3zopcrabNi?enquiry_position=7480&enquiry_source=Search,"$638,000",4,2,131.92,2000,2020-07-18 17:01:43.228176
432A Yishun Avenue 1,https://www.99.co/singapore/sale/property/432a-yishun-avenue-1-hdb-Zp3YQi7baojtn6u2aE4LJR?enquiry_position=7481&enquiry_source=Search,"$445,000",3,2,9.94,2015,2020-07-18 17:01:43.228176
731 Woodlands Circle,https://www.99.co/singapore/sale/property/731-woodlands-circle-hdb-ZMKr4s4UMrvBbfxH9rjosT?enquiry_position=7482&enquiry_source=Search,"$445,000",4,2,121.98,1997,2020-07-18 17:01:43.228176
1 Ghim Moh Road,https://www.99.co/singapore/sale/property/1-ghim-moh-road-hdb-yFewQukwPPJVe5LrgQsxtf?enquiry_position=7483&enquiry_source=Search,"$375,000",2,2,65.03,1976,2020-07-18 17:01:43.228176
665B Punggol Drive,https://www.99.co/singapore/sale/property/665b-punggol-drive-hdb-6uGzXTh8hmJ4ZUYCPjjfUf?enquiry_position=7484&enquiry_source=Search,"$608,000",3,2,112.97,,2020-07-18 17:01:43.228176
114 Yishun Ring Road,https://www.99.co/singapore/sale/property/114-yishun-ring-road-hdb-GAqWmEvvA4vutkAAMVMZQP?enquiry_position=7485&enquiry_source=Search,"$260,000",2,2,68.00,1983,2020-07-18 17:01:43.228176
308B Anchorvale Road,https://www.99.co/singapore/sale/property/308b-anchorvale-road-hdb-dhuGwf3zEErugine2LAwf3?enquiry_position=7486&enquiry_source=Search,"$400,000",3,2,89.93,2001,2020-07-18 17:01:43.228176
452A Sengkang West Way,https://www.99.co/singapore/sale/property/452a-sengkang-west-way-hdb-CqqtnwmZP4RCG6WRnRN4Vn?enquiry_position=7487&enquiry_source=Search,"$508,000",3,2,110.92,2015,2020-07-18 17:01:43.228176
279C Sengkang East Avenue,https://www.99.co/singapore/sale/property/279c-sengkang-east-avenue-hdb-cVKLibTUxoAAsWAnscxynm?enquiry_position=7488&enquiry_source=Search,"$388,000",2,2,66.98,2015,2020-07-18 17:01:43.228176
268A Punggol Field,https://www.99.co/singapore/sale/property/268a-punggol-field-hdb-qfsU7fNNrAKjPAsAJfmNfm?enquiry_position=7489&enquiry_source=Search,"$480,000",3,2,92.99,2013,2020-07-18 17:01:43.228176
614A Edgefield Plains,https://www.99.co/singapore/sale/property/614a-edgefield-plains-hdb-8PNTiwXksoAyjACgz9L4W4?enquiry_position=7490&enquiry_source=Search,"$455,000",3,2,91.97,2012,2020-07-18 17:01:43.228176
273A Compassvale Link,https://www.99.co/singapore/sale/property/273a-compassvale-link-hdb-eogW7hD6RqvhJGE47n2Ms6?enquiry_position=7491&enquiry_source=Search,"$560,000",3,2,91.97,2009,2020-07-18 17:01:43.228176
259B Punggol Field,https://www.99.co/singapore/sale/property/259b-punggol-field-hdb-gfWnzRZhQ7qBWuown9U9Ke?enquiry_position=7493&enquiry_source=Search,"$360,000",2,2,68.00,,2020-07-18 17:01:43.228176
82B Lorong 4 Toa Payoh,https://www.99.co/singapore/sale/property/82b-lorong-4-toa-payoh-hdb-cqbbh5dZSdxF59aawhyUTo?enquiry_position=7494&enquiry_source=Search,"$808,000",3,4,120.95,1996,2020-07-18 17:01:43.228176
684B Woodlands Drive 73,https://www.99.co/singapore/sale/property/684b-woodlands-drive-73-hdb-ybE9B8nJK3qtPsv28YUBGf?enquiry_position=7495&enquiry_source=Search,"$458,000",3,2,120.95,2000,2020-07-18 17:01:43.228176
330 Ang Mo Kio Avenue 1,https://www.99.co/singapore/sale/property/330-ang-mo-kio-avenue-1-hdb-griMy42WpDxYxkBfZA4KB?enquiry_position=7496&enquiry_source=Search,"$428,000",3,2,92.99,1981,2020-07-18 17:01:43.228176
748C Bedok Reservoir Crescent,https://www.99.co/singapore/sale/property/748c-bedok-reservoir-crescent-hdb-Wyog4xRCRQT9NU8GfTi7ui?enquiry_position=7497&enquiry_source=Search,"$528,000",2,2,65.96,,2020-07-18 17:01:43.228176
180 Lompang Road,https://www.99.co/singapore/sale/property/180-lompang-road-hdb-ZvggXYx7Xa3xKtuhouhrSi?enquiry_position=7498&enquiry_source=Search,"$800,000",4,2,129.97,2002,2020-07-18 17:01:43.228176
27 New Upper Changi Road,https://www.99.co/singapore/sale/property/27-new-upper-changi-road-hdb-s5y6x7cp7KHQppUpCui3QD?enquiry_position=7499&enquiry_source=Search,"$315,888",3,2,64.93,1982,2020-07-18 17:01:43.228176
453D Fernvale Road,https://www.99.co/singapore/sale/property/453d-fernvale-road-hdb-4XwjyWzWZhCstpndVvWwUH?enquiry_position=7500&enquiry_source=Search,"$468,000",2,1,91.97,2015,2020-07-18 17:01:43.228176
469B Sengkang West Way,https://www.99.co/singapore/sale/property/469b-sengkang-west-way-hdb-T6Gk3otM7EaeYoDmvVdYSm?enquiry_position=7501&enquiry_source=Search,"$568,000",3,2,112.97,,2020-07-18 17:01:43.228176
302B Anchorvale Link,https://www.99.co/singapore/sale/property/302b-anchorvale-link-hdb-PUUppxUBL6voYAvKezqxxj?enquiry_position=7502&enquiry_source=Search,"$388,000",2,2,82.96,2007,2020-07-18 17:01:43.228176
515 Serangoon North Avenue 4,https://www.99.co/singapore/sale/property/515-serangoon-north-avenue-4-hdb-2w4sLGSKMSzdemxdNK899c?enquiry_position=7503&enquiry_source=Search,"$478,600",3,2,123.93,1992,2020-07-18 17:01:43.228176
91 Dawson Road,https://www.99.co/singapore/sale/property/91-dawson-road-hdb-Hc5xNRQ4fSZFzayBWkdiAZ?enquiry_position=7504&enquiry_source=Search,"$799,888",3,2,82.96,2016,2020-07-18 17:01:43.228176
642 Ang Mo Kio Avenue 5,https://www.99.co/singapore/sale/property/642-ang-mo-kio-avenue-5-hdb-g39KfF4Be7daCa6yP62iUV?enquiry_position=7505&enquiry_source=Search,"$490,000",3,2,120.95,1980,2020-07-18 17:01:43.228176
148 Potong Pasir Avenue 1,https://www.99.co/singapore/sale/property/148-potong-pasir-avenue-1-hdb-K2ghETJL8BshbPyMUongmY?enquiry_position=7506&enquiry_source=Search,"$580,000",3,2,92.99,1998,2020-07-18 17:01:43.228176
289C Bukit Batok Street 25,https://www.99.co/singapore/sale/property/289c-bukit-batok-street-25-hdb-okD6CTvuZ6RTwCRMZkENJD?enquiry_position=7507&enquiry_source=Search,"$569,000",2,2,120.95,1997,2020-07-18 17:01:43.228176
515C Tampines Central 7,https://www.99.co/singapore/sale/property/515c-tampines-central-7-hdb-3kagpzmmkFwDzfeKd4j8RC?enquiry_position=7508&enquiry_source=Search,"$850,000",3,2,108.97,2008,2020-07-18 17:01:43.228176
4 Holland Close,https://www.99.co/singapore/sale/property/4-holland-close-hdb-pFXnuz76eaoqX9cZTdgyFi?enquiry_position=7509&enquiry_source=Search,"$418,000",2,2,65.03,1974,2020-07-18 17:01:43.228176
192B Rivervale Drive,https://www.99.co/singapore/sale/property/192b-rivervale-drive-hdb-trX2ZVN4AdZMCmQK9L8UfH?enquiry_position=7510&enquiry_source=Search,"$460,000",3,2,114.92,2000,2020-07-18 17:01:43.228176
266A Punggol Way,https://www.99.co/singapore/sale/property/266a-punggol-way-hdb-YDQvEotSqiHSGRfFZtWNXd?enquiry_position=7511&enquiry_source=Search,"$660,000",4,2,111.94,2015,2020-07-18 17:01:43.228176
134 Bishan Street 12,https://www.99.co/singapore/sale/property/134-bishan-street-12-hdb-wcmLfEKSCB9jLBZuC3sbg9?enquiry_position=7512&enquiry_source=Search,"$900,000",3,2,150.96,1986,2020-07-18 17:01:43.228176
4 Haig Road,https://www.99.co/singapore/sale/property/4-haig-road-hdb-QP9EwhiC2xHhqxvZMjv9mS?enquiry_position=7513&enquiry_source=Search,"$320,000",2,2,64.93,1976,2020-07-18 17:01:43.228176
311B Clementi Avenue 4,https://www.99.co/singapore/sale/property/311b-clementi-avenue-4-hdb-qFdrYrw9tcyTbAp8fy84cm?enquiry_position=7515&enquiry_source=Search,"$800,000",3,2,80.91,2014,2020-07-18 17:01:43.228176
90 Tanglin Halt Road,https://www.99.co/singapore/sale/property/90-tanglin-halt-road-hdb-YmMbip6QtXh8PVTFov9waP?enquiry_position=7516&enquiry_source=Search,"$940,000",3,2,109.99,2008,2020-07-18 17:01:43.228176
297A Compassvale Street,https://www.99.co/singapore/sale/property/297a-compassvale-street-hdb-8DP2YGd7c97UUu4fH3aAGa?enquiry_position=7517&enquiry_source=Search,"$568,888",4,2,133.96,2001,2020-07-18 17:01:43.228176
280B Sengkang East Avenue,https://www.99.co/singapore/sale/property/280b-sengkang-east-avenue-hdb-9YzWneeFmdzSnsqNL5ywWF?enquiry_position=7518&enquiry_source=Search,"$560,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
260A Punggol Way,https://www.99.co/singapore/sale/property/260a-punggol-way-hdb-4EQZPSwRiaGbRnvqockRRT?enquiry_position=7519&enquiry_source=Search,"$550,000",3,2,112.97,,2020-07-18 17:01:43.228176
9 Boon Keng Road,https://www.99.co/singapore/sale/property/9-boon-keng-road-hdb-AGXijhv4byEmkQGoio2uu9?enquiry_position=7520&enquiry_source=Search,"$940,000",3,2,106.93,2011,2020-07-18 17:01:43.228176
220 Pasir Ris Street 21,https://www.99.co/singapore/sale/property/220-pasir-ris-street-21-hdb-RspAskvkRtAajP2zBxGQnZ?enquiry_position=7521&enquiry_source=Search,"$527,000",4,2,147.99,1993,2020-07-18 17:01:43.228176
528 Jelapang Road,https://www.99.co/singapore/sale/property/528-jelapang-road-hdb-2Bbew3L4Z6XNRPENBb2dSk?enquiry_position=7522&enquiry_source=Search,"$670,000",4,3,140.93,1999,2020-07-18 17:01:43.228176
80A Telok Blangah Street 31,https://www.99.co/singapore/sale/property/80a-telok-blangah-street-31-hdb-2wAEfE25s6p5ZwbAC3o9ze?enquiry_position=7523&enquiry_source=Search,"$800,000",3,2,94.94,2013,2020-07-18 17:01:43.228176
200A Sengkang East Road,https://www.99.co/singapore/sale/property/200a-sengkang-east-road-hdb-PXHbFkpHkJBerkwLwJbvf4?enquiry_position=7524&enquiry_source=Search,"$510,000",3,2,109.99,2001,2020-07-18 17:01:43.228176
437 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/437-ang-mo-kio-avenue-10-hdb-nGmuZDAi9DwMgu8KWz6bzV?enquiry_position=7525&enquiry_source=Search,"$599,000",3,2,119.00,1979,2020-07-18 17:01:43.228176
206B Compassvale Lane,https://www.99.co/singapore/sale/property/206b-compassvale-lane-hdb-reBjpUZWd5XAruSVt7tKnH?enquiry_position=7526&enquiry_source=Search,"$500,000",3,2,121.98,1999,2020-07-18 17:01:43.228176
530C Pasir Ris Drive 1,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-fbqJV869peJW5A4NtgGoKU?enquiry_position=7527&enquiry_source=Search,"$888,888",3,2,104.98,2015,2020-07-18 17:01:43.228176
313B Sumang Link,https://www.99.co/singapore/sale/property/313b-sumang-link-hdb-9fFA6o6EfrdXzhAQgV8gaS?enquiry_position=7528&enquiry_source=Search,"$499,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
204 Bishan Street 23,https://www.99.co/singapore/sale/property/204-bishan-street-23-hdb-5Mo5Af5YVmQ63my485ikH7?enquiry_position=7529&enquiry_source=Search,"$650,000",3,2,100.98,1992,2020-07-18 17:01:43.228176
437 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/437-ang-mo-kio-avenue-10-hdb-nvnHULTRHdd973bcqxcFbf?enquiry_position=7530&enquiry_source=Search,"$588,888",3,2,118.82,1979,2020-07-18 17:01:43.228176
82 Strathmore Avenue,https://www.99.co/singapore/sale/property/82-strathmore-avenue-hdb-2noH6ZjPWbkYmvU97dZ82U?enquiry_position=7531&enquiry_source=Search,"$928,000",4,2,122.91,1997,2020-07-18 17:01:43.228176
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-dm4bYsvQDamhpUGpU9KP3J?enquiry_position=7532&enquiry_source=Search,"$950,000",3,2,107.95,,2020-07-18 17:01:43.228176
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-Forzkx3wq8Pwx8VLY9ttP9?enquiry_position=7533&enquiry_source=Search,"$820,000",3,2,82.96,,2020-07-18 17:01:43.228176
91 Dawson Road,https://www.99.co/singapore/sale/property/91-dawson-road-hdb-rU8XuEYyFpQSdebrq2HQTQ?enquiry_position=7534&enquiry_source=Search,"$878,000",3,2,82.96,2016,2020-07-18 17:01:43.228176
93 Dawson Road,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-jbcAFzXysXh8bYz3C3Y9N3?enquiry_position=7535&enquiry_source=Search,"$1,250,000",3,2,121.98,2016,2020-07-18 17:01:43.228176
180 Lompang Road,https://www.99.co/singapore/sale/property/180-lompang-road-hdb-zfNGrYFLmL6JeaofSjRRXm?enquiry_position=7536&enquiry_source=Search,"$800,000",4,2,129.97,2002,2020-07-18 17:01:43.228176
304 Clementi Avenue 4,https://www.99.co/singapore/sale/property/304-clementi-avenue-4-hdb-eLh2vBqtAbspeFB7VS92KZ?enquiry_position=7537&enquiry_source=Search,"$538,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
408B Fernvale Road,https://www.99.co/singapore/sale/property/408b-fernvale-road-hdb-o9rSqyHPJGey8WSxEKsTEW?enquiry_position=7538&enquiry_source=Search,"$480,000",3,2,115.01,2004,2020-07-18 17:01:43.228176
158 Lorong 1 Toa Payoh,https://www.99.co/singapore/sale/property/158-lorong-1-toa-payoh-hdb-mKAQoxfdrZGsYpmWNcKaT3?enquiry_position=7539&enquiry_source=Search,"$285,000",2,2,60.01,1972,2020-07-18 17:01:43.228176
22 Eunos Crescent,https://www.99.co/singapore/sale/property/22-eunos-crescent-hdb-yjCrMrbYtjCFZbnBTJbfhH?enquiry_position=7540&enquiry_source=Search,"$500,000",5,2,123.00,1977,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-cT2sxytA9onWMPj7UAnF4i?enquiry_position=7541&enquiry_source=Search,"$438,000",2,2,66.98,,2020-07-18 17:01:43.228176
401 Serangoon Avenue 1,https://www.99.co/singapore/sale/property/401-serangoon-avenue-1-hdb-JgZ5kGFKWkmfDErqYqShQc?enquiry_position=7542&enquiry_source=Search,"$625,000",3,2,104.98,1989,2020-07-18 17:01:43.228176
114 Whampoa Road,https://www.99.co/singapore/sale/property/114-whampoa-road-hdb-3EZrLGgvkagA4ZEMiZG4UC?enquiry_position=7543&enquiry_source=Search,"$728,000",4,2,130.99,1995,2020-07-18 17:01:43.228176
523A Tampines Central 7,https://www.99.co/singapore/sale/property/523a-tampines-central-7-hdb-B2DYjYq8gygtWqLgcueEpf?enquiry_position=7544&enquiry_source=Search,"$540,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
161 Mei Ling Street,https://www.99.co/singapore/sale/property/161-mei-ling-street-hdb-rvvL7E2ZnVUEheaR4tAbqZ?enquiry_position=7545&enquiry_source=Search,"$390,000",3,2,70.14,1970,2020-07-18 17:01:43.228176
87 Dawson Road,https://www.99.co/singapore/sale/property/87-dawson-road-hdb-eL7Xrqt2LUErzhpcXj5DHB?enquiry_position=7546&enquiry_source=Search,"$768,000",2,2,64.93,,2020-07-18 17:01:43.228176
27B Jalan Membina,https://www.99.co/singapore/sale/property/27b-jalan-membina-hdb-DBzeNyY3tYXbshGGVEa2DJ?enquiry_position=7547&enquiry_source=Search,"$950,000",4,2,109.99,2008,2020-07-18 17:01:43.228176
503 Jelapang Road,https://www.99.co/singapore/sale/property/503-jelapang-road-hdb-HnWvp3A7BGmQbezsx3DxYo?enquiry_position=7548&enquiry_source=Search,"$685,000",4,3,143.99,1998,2020-07-18 17:01:43.228176
182 Bishan Street 13,https://www.99.co/singapore/sale/property/182-bishan-street-13-hdb-mq6Dq8QxmNoVcXVycQwppU?enquiry_position=7549&enquiry_source=Search,"$500,000",3,2,82.96,1987,2020-07-18 17:01:43.228176
311A Clementi Avenue 4,https://www.99.co/singapore/sale/property/311a-clementi-avenue-4-hdb-BcNKY2fyTPgfJx452AnTLk?enquiry_position=7550&enquiry_source=Search,"$768,000",3,2,80.91,2015,2020-07-18 17:01:43.228176
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-JJVmeMERezZJyRwmrh95rZ?enquiry_position=7551&enquiry_source=Search,"$820,000",3,2,82.96,,2020-07-18 17:01:43.228176
648 Punggol Central,https://www.99.co/singapore/sale/property/648-punggol-central-hdb-YCZbHgPMg9k7CEGUQVkbLK?enquiry_position=7553&enquiry_source=Search,"$490,000",3,2,109.99,2005,2020-07-18 17:01:43.228176
680A Jurong West Central 1,https://www.99.co/singapore/sale/property/680a-jurong-west-central-1-hdb-9LoR7pPK3gtrVdJnRrHCXa?enquiry_position=7554&enquiry_source=Search,"$630,000",4,2,136.75,2000,2020-07-18 17:01:43.228176
492 Admiralty Link,https://www.99.co/singapore/sale/property/492-admiralty-link-hdb-7ggq2y7bRY2Hx4LeCwHUjf?enquiry_position=7555&enquiry_source=Search,"$398,000",3,2,109.99,2004,2020-07-18 17:01:43.228176
147 Bishan Street 11,https://www.99.co/singapore/sale/property/147-bishan-street-11-hdb-eHpSwT9ZpiGw8FdcgAY9PN?enquiry_position=7556&enquiry_source=Search,"$645,000",3,2,121.98,1987,2020-07-18 17:01:43.228176
304 Clementi Avenue 4,https://www.99.co/singapore/sale/property/304-clementi-avenue-4-hdb-KDKdyg5EaEGeaaRtfZmFT7?enquiry_position=7557&enquiry_source=Search,"$538,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
51 Lengkok Bahru,https://www.99.co/singapore/sale/property/51-lengkok-bahru-hdb-UuvToWBF3ngHMYHPh3DepC?enquiry_position=7558&enquiry_source=Search,"$720,000",3,2,121.98,1986,2020-07-18 17:01:43.228176
17 Jalan Tenteram,https://www.99.co/singapore/sale/property/17-jalan-tenteram-hdb-jDBMj8idnR2cFpZR2xCyQn?enquiry_position=7559&enquiry_source=Search,"$620,000",3,2,104.98,2001,2020-07-18 17:01:43.228176
310A Punggol Walk,https://www.99.co/singapore/sale/property/310a-punggol-walk-hdb-hhBKcncepD4prQfDjBdh3X?enquiry_position=7560&enquiry_source=Search,"$555,000",3,2,91.97,,2020-07-18 17:01:43.228176
49 Telok Blangah Drive,https://www.99.co/singapore/sale/property/49-telok-blangah-drive-hdb-CHiUWNxANY4XbQtbqnd6d5?enquiry_position=7561&enquiry_source=Search,"$880,000",3,2,122.91,1976,2020-07-18 17:01:43.228176
136 Bishan Street 12,https://www.99.co/singapore/sale/property/136-bishan-street-12-hdb-CWACMaLjWJnYYx7NyLWgkE?enquiry_position=7562&enquiry_source=Search,"$688,000",4,2,118.91,1987,2020-07-18 17:01:43.228176
10 Chai Chee Road,https://www.99.co/singapore/sale/property/10-chai-chee-road-hdb-sDZ7a9qLA37da8gfqSDaBV?enquiry_position=7563&enquiry_source=Search,"$580,000",3,2,"1,032.98",2001,2020-07-18 17:01:43.228176
190 Punggol Central,https://www.99.co/singapore/sale/property/190-punggol-central-hdb-86wqWEbvC64cEaWTMVowEH?enquiry_position=7564&enquiry_source=Search,"$525,000",3,2,127.92,2004,2020-07-18 17:01:43.228176
354 Woodlands Avenue 1,https://www.99.co/singapore/sale/property/354-woodlands-avenue-1-hdb-FX8kcfu84wXJT58gzEqvBL?enquiry_position=7565&enquiry_source=Search,"$355,000",3,1,104.98,1996,2020-07-18 17:01:43.228176
530C Pasir Ris Drive 1,https://www.99.co/singapore/sale/property/530c-pasir-ris-drive-1-hdb-nhQYeoHoPME9ExCJDSVeAG?enquiry_position=7566&enquiry_source=Search,"$700,000",3,2,86.02,2015,2020-07-18 17:01:43.228176
91 Dawson Road,https://www.99.co/singapore/sale/property/91-dawson-road-hdb-LYMDX2Se7ZYq78gNbTVu4L?enquiry_position=7568&enquiry_source=Search,"$850,000",3,2,82.96,2016,2020-07-18 17:01:43.228176
459 Tampines Street 42,https://www.99.co/singapore/sale/property/459-tampines-street-42-hdb-wNNdGh4HiMuNKghLgwxqcR?enquiry_position=7569&enquiry_source=Search,"$378,000",3,2,83.98,1987,2020-07-18 17:01:43.228176
406 Hougang Avenue 10,https://www.99.co/singapore/sale/property/406-hougang-avenue-10-hdb-Lt6Zyip9QrkrqXPr9chBMo?enquiry_position=7570&enquiry_source=Search,"$498,000",3,2,91.04,1985,2020-07-18 17:01:43.228176
60 Strathmore Avenue,https://www.99.co/singapore/sale/property/60-strathmore-avenue-hdb-fTADi9YSt586pmXm3WERAL?enquiry_position=7571&enquiry_source=Search,"$680,000",3,2,84.91,2000,2020-07-18 17:01:43.228176
260C Punggol Way,https://www.99.co/singapore/sale/property/260c-punggol-way-hdb-KR3g7GMdHyAs6wey9Tu53E?enquiry_position=7572&enquiry_source=Search,"$488,000",3,2,91.97,,2020-07-18 17:01:43.228176
269B Punggol Field,https://www.99.co/singapore/sale/property/269b-punggol-field-hdb-2Wbk7PnWNgHYjUVa7YXZ2V?enquiry_position=7573&enquiry_source=Search,"$500,000",3,2,95.96,2013,2020-07-18 17:01:43.228176
455 Clementi Avenue 3,https://www.99.co/singapore/sale/property/455-clementi-avenue-3-hdb-GDvSjRNkAyyTgZBscaz84f?enquiry_position=7574&enquiry_source=Search,"$700,000",3,2,89.93,2002,2020-07-18 17:01:43.228176
475A Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475a-upper-serangoon-crescent-hdb-ncFQ7X869DBNYnC6jSZomB?enquiry_position=7575&enquiry_source=Search,"$600,080",3,2,91.97,,2020-07-18 17:01:43.228176
535 Upper Cross Street,https://www.99.co/singapore/sale/property/535-upper-cross-street-hdb-pW4qXqm6pcg5jHUARcvTYm?enquiry_position=7576&enquiry_source=Search,"$436,000",2,2,60.01,1980,2020-07-18 17:01:43.228176
200A Sengkang East Road,https://www.99.co/singapore/sale/property/200a-sengkang-east-road-hdb-7KhezMPRa2kYZCZuxehT45?enquiry_position=7577&enquiry_source=Search,"$510,000",3,2,109.99,2001,2020-07-18 17:01:43.228176
523 Jurong West Street 52,https://www.99.co/singapore/sale/property/523-jurong-west-street-52-hdb-LZ7Q37BJagsS9r5AMrwXLg?enquiry_position=7578&enquiry_source=Search,"$500,000",3,2,117.98,1982,2020-07-18 17:01:43.228176
453C Fernvale Road,https://www.99.co/singapore/sale/property/453c-fernvale-road-hdb-szLaqVH6dDFGpNRRvkCYMb?enquiry_position=7579&enquiry_source=Search,"$460,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
656C Jurong West Street 61,https://www.99.co/singapore/sale/property/656c-jurong-west-street-61-hdb-RMZgmhUgpUfJkMdNTXjBUo?enquiry_position=7580&enquiry_source=Search,"$480,000",3,2,111.94,2001,2020-07-18 17:01:43.228176
125 Serangoon North Avenue 1,https://www.99.co/singapore/sale/property/125-serangoon-north-avenue-1-hdb-JNs8ieP7hraQhT5c2zhvH7?enquiry_position=7581&enquiry_source=Search,"$650,000",3,3,149.94,1986,2020-07-18 17:01:43.228176
221 Bukit Batok East Avenue 3,https://www.99.co/singapore/sale/property/221-bukit-batok-east-avenue-3-hdb-35Ugq2dAXAw95cdmwJjnoc?enquiry_position=7582&enquiry_source=Search,"$620,000",4,2,140.93,1985,2020-07-18 17:01:43.228176
665C Punggol Drive,https://www.99.co/singapore/sale/property/665c-punggol-drive-hdb-8AQvnd8VzQYV2o3GY8g2m6?enquiry_position=7583&enquiry_source=Search,"$535,000",3,2,92.99,,2020-07-18 17:01:43.228176
230 Compassvale Walk,https://www.99.co/singapore/sale/property/230-compassvale-walk-hdb-Do6D9nLmbxJzWSR89BMzH?enquiry_position=7584&enquiry_source=Search,"$409,888",3,2,100.89,1999,2020-07-18 17:01:43.228176
353 Tampines Street 33,https://www.99.co/singapore/sale/property/353-tampines-street-33-hdb-S6gokPxj3aZqdGKuco9CDS?enquiry_position=7585&enquiry_source=Search,"$420,000",3,2,106.93,1996,2020-07-18 17:01:43.228176
213B Punggol Walk,https://www.99.co/singapore/sale/property/213b-punggol-walk-hdb-AuENB5MMamN9R63CYKQgsd?enquiry_position=7586&enquiry_source=Search,"$570,000",3,2,112.97,2015,2020-07-18 17:01:43.228176
1 Chai Chee Road,https://www.99.co/singapore/sale/property/1-chai-chee-road-hdb-UaehTrAXPaxff38rx8WT7P?enquiry_position=7587&enquiry_source=Search,"$570,000",3,2,132.01,1983,2020-07-18 17:01:43.228176
14 Jalan Bukit Merah,https://www.99.co/singapore/sale/property/14-jalan-bukit-merah-hdb-pW9UCnSJvLyDC43Hnx7F5B?enquiry_position=7588&enquiry_source=Search,"$699,999",3,2,104.98,1996,2020-07-18 17:01:43.228176
326 Ubi Avenue 1,https://www.99.co/singapore/sale/property/326-ubi-avenue-1-hdb-cBeyZ5Asku6AVVjd6qcamM?enquiry_position=7589&enquiry_source=Search,"$750,000",4,3,146.04,1986,2020-07-18 17:01:43.228176
670A Edgefield Plains,https://www.99.co/singapore/sale/property/670a-edgefield-plains-hdb-dX2p2M3kotiAYeY9ccmzX8?enquiry_position=7590&enquiry_source=Search,"$370,000",2,2,67.91,,2020-07-18 17:01:43.228176
670B Edgefield Plains,https://www.99.co/singapore/sale/property/670b-edgefield-plains-hdb-kyWppqd36zrqfvPurFM4SJ?enquiry_position=7591&enquiry_source=Search,"$530,000",3,2,92.90,,2020-07-18 17:01:43.228176
523D Tampines Central 7,https://www.99.co/singapore/sale/property/523d-tampines-central-7-hdb-8tU6wtbX2dJXf2FguKLupK?enquiry_position=7592&enquiry_source=Search,"$618,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
15 Toh Yi Drive,https://www.99.co/singapore/sale/property/15-toh-yi-drive-hdb-kaC37fNwtAMkb8fUiFG387?enquiry_position=7594&enquiry_source=Search,"$948,888",4,3,145.95,1988,2020-07-18 17:01:43.228176
116 Jurong East Street 13,https://www.99.co/singapore/sale/property/116-jurong-east-street-13-hdb-R8fGq2Z8JXT2XjD4Y9JCj5?enquiry_position=7595&enquiry_source=Search,"$585,000",3,2,119.93,1981,2020-07-18 17:01:43.228176
311B Clementi Avenue 4,https://www.99.co/singapore/sale/property/311b-clementi-avenue-4-hdb-AUrGZV4asyfyH758ykjnmk?enquiry_position=7596&enquiry_source=Search,"$850,000",3,2,79.89,2014,2020-07-18 17:01:43.228176
417 Hougang Avenue 8,https://www.99.co/singapore/sale/property/417-hougang-avenue-8-hdb-BrnbZsv7ZtUaaMdamQZ8PN?enquiry_position=7597&enquiry_source=Search,"$415,000",3,2,104.98,1989,2020-07-18 17:01:43.228176
