address,link,price,bedrooms,bathrooms,floor_area,list_date,year_built,date_scraped
474 Sembawang Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-474-sembawang-drive-22399623,"410,000",3 ,2 ,1184,3w,1999,2020-07-15 17:14:41.615238
63B Lengkok Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-63b-lengkok-bahru-22898569,"700,000",3 ,2 ,1087,3w,2000,2020-07-15 17:14:41.615238
166 Stirling Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-166-stirling-road-22423137,"278,000",2 ,2 ,646,3w,1970,2020-07-15 17:14:41.615238
91 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-91-dawson-road-22335920,"920,000",3 ,2 ,1044,3w,2015,2020-07-15 17:14:41.615238
148 Bishan Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-148-bishan-street-11-21641261,"860,000",3 ,3 ,1442,3w,1987,2020-07-15 17:14:41.615238
633 Ang Mo Kio Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-633-ang-mo-kio-avenue-6-22287671,"450,000",3 ,2 ,1001,3w,1979,2020-07-15 17:14:41.615238
562 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-562-ang-mo-kio-avenue-3-22898257,"360,000",3 ,2 ,990,3w,1979,2020-07-15 17:14:41.615238
471 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-471-ang-mo-kio-avenue-10-22274099,"315,000",2 ,2 ,882,3w,1978,2020-07-15 17:14:41.615238
58 Strathmore Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-58-strathmore-avenue-22897935,"650,000",3 ,2 ,1033,3w,1999,2020-07-15 17:14:41.615238
672B Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-672b-edgefield-plains-22441151,"370,000",2 ,2 ,700,3w,2014,2020-07-15 17:14:41.615238
672A Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-672a-edgefield-plains-22247849,"370,000",2 ,2 ,700,3w,2014,2020-07-15 17:14:41.615238
476 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-476-ang-mo-kio-avenue-10-22898124,"300,000",2 ,2 ,882,3w,1979,2020-07-15 17:14:41.615238
314 Sembawang Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-314-sembawang-drive-22898077,"350,000",3 ,2 ,980,3w,1997,2020-07-15 17:14:41.615238
138 Potong Pasir Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-138-potong-pasir-avenue-3-22898644,"480,000",3 ,2 ,1022,3w,1983,2020-07-15 17:14:41.615238
320 Ang Mo Kio Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-320-ang-mo-kio-avenue-1-22897867,"300,000",2 ,2 ,785,3w,1976,2020-07-15 17:14:41.615238
682A Jurong West Central 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-682a-jurong-west-central-1-20295257,"509,999",3 ,2 ,1234,3w,1998,2020-07-15 17:14:41.615238
348 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-348-clementi-avenue-5-21981041,"449,000",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
673A Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-673a-edgefield-plains-22463668,"450,000",3 ,2 ,969,3w,2015,2020-07-15 17:14:41.615238
706 Pasir Ris Drive 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-706-pasir-ris-drive-10-21389966,"510,000",3 ,2 ,1313,3w,1994,2020-07-15 17:14:41.615238
192 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-192-bishan-street-13-22265903,"688,000",3 ,2 ,1280,3w,1987,2020-07-15 17:14:41.615238
673C Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-673c-edgefield-plains-22900349,"485,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
39 Jalan Rumah Tinggi,https://www.propertyguru.com.sg/listing/hdb-for-sale-39-jalan-rumah-tinggi-22848351,"599,000",3 ,2 ,1065,3w,1995,2020-07-15 17:14:41.615238
610 Hougang Avenue 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-610-hougang-avenue-8-22249633,"645,000",3 ,2 ,1300,3w,1986,2020-07-15 17:14:41.615238
116 Bukit Merah View,https://www.propertyguru.com.sg/listing/hdb-for-sale-116-bukit-merah-view-21820071,"259,000",2 ,2 ,635,3w,1973,2020-07-15 17:14:41.615238
200 Toa Payoh North,https://www.propertyguru.com.sg/listing/hdb-for-sale-200-toa-payoh-north-22292503,"360,000",3 ,1 ,937,3w,1972,2020-07-15 17:14:41.615238
9B Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-9b-boon-tiong-road-22319462,"998,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
414 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-414-ang-mo-kio-avenue-10-22288330,"338,000",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
348 Clementi Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-348-clementi-avenue-5-22786965,"430,000",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22253456,"950,000",3 ,2 ,1130,3w,2015,2020-07-15 17:14:41.615238
32 Marine Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-32-marine-crescent-22339869,"455,000",2 ,2 ,818,3w,1974,2020-07-15 17:14:41.615238
228 Lorong 8 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-228-lorong-8-toa-payoh-22080945,"338,888",3 ,1 ,882,3w,1975,2020-07-15 17:14:41.615238
60 New Upper Changi Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-60-new-upper-changi-road-21995311,"570,000",3 ,2 ,1270,3w,1977,2020-07-15 17:14:41.615238
426C Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-426c-yishun-avenue-11-22898617,"410,000",3 ,2 ,990,3w,2013,2020-07-15 17:14:41.615238
58 Seng Poh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-58-seng-poh-road-22075502,"900,000",3 ,1 ,970,3w,1938,2020-07-15 17:14:41.615238
408 Sembawang Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-408-sembawang-drive-22087108,"480,000",4 ,2 ,1398,3w,1999,2020-07-15 17:14:41.615238
269A Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-269a-punggol-field-21888060,"465,000",3 ,1 ,1001,3w,2011,2020-07-15 17:14:41.615238
308A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308a-punggol-walk-22897150,"560,000",3 ,2 ,990,3w,2015,2020-07-15 17:14:41.615238
112 Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-112-edgefield-plains-22113847,"520,000",3 ,2 ,1216,3w,2001,2020-07-15 17:14:41.615238
209C Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-209c-punggol-place-22241306,"255,000",1 ,1 ,506,3w,2013,2020-07-15 17:14:41.615238
877 Yishun Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-877-yishun-street-81-22223897,"650,000",4 ,2 ,1560,3w,1987,2020-07-15 17:14:41.615238
119B Kim Tian Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-119b-kim-tian-road-22896962,"610,000",3 ,2 ,990,3w,2001,2020-07-15 17:14:41.615238
345 Yishun Avenue 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-345-yishun-avenue-11-22130101,"330,000",2 ,2 ,797,3w,1987,2020-07-15 17:14:41.615238
414B Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-414b-fernvale-link-21971195,"380,000",2 ,2 ,731,3w,2014,2020-07-15 17:14:41.615238
944 Tampines Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-944-tampines-avenue-5-21804275,"768,000",4 ,2 ,1528,3w,1988,2020-07-15 17:14:41.615238
101 Pasir Ris Street 12,https://www.propertyguru.com.sg/listing/hdb-for-sale-101-pasir-ris-street-12-20641466,"650,000",3 ,2 ,1571,3w,1988,2020-07-15 17:14:41.615238
270 Pasir Ris Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-270-pasir-ris-street-21-22361148,"598,000",4 ,2 ,1550,3w,1993,2020-07-15 17:14:41.615238
261C Punggol Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-261c-punggol-way-22818754,"499,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
9 Boon Keng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-9-boon-keng-road-21616055,"950,000",3 ,2 ,1151,3w,2011,2020-07-15 17:14:41.615238
334 Hougang Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-334-hougang-avenue-5-22305560,"380,000",3 ,2 ,1119,3w,1982,2020-07-15 17:14:41.615238
8 Boon Keng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-8-boon-keng-road-22346414,"1,300,000",3 ,2 ,1281,3w,2011,2020-07-15 17:14:41.615238
979A Buangkok Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-979a-buangkok-crescent-22062189,"380,000",3 ,2 ,969,3w,2001,2020-07-15 17:14:41.615238
Havelock Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-havelock-road-21988473,"878,000",3 ,2 ,958,3w,NaN,2020-07-15 17:14:41.615238
34 Whampoa West,https://www.propertyguru.com.sg/listing/hdb-for-sale-34-whampoa-west-20602482,"348,000",3 ,1 ,732,3w,1971,2020-07-15 17:14:41.615238
85 Telok Blangah Heights,https://www.propertyguru.com.sg/listing/hdb-for-sale-85-telok-blangah-heights-22258057,"740,000",3 ,2 ,1184,3w,2001,2020-07-15 17:14:41.615238
232 Jurong East Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-232-jurong-east-street-21-22363011,"280,000",2 ,2 ,721,3w,1981,2020-07-15 17:14:41.615238
710 Pasir Ris Street 72,https://www.propertyguru.com.sg/listing/hdb-for-sale-710-pasir-ris-street-72-22897584,"620,000",3 ,2 ,1593,3w,1994,2020-07-15 17:14:41.615238
221 Hougang Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-221-hougang-street-21-22896227,"858,888",3 ,3 ,1614,3w,1990,2020-07-15 17:14:41.615238
561 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-561-ang-mo-kio-avenue-10-22896157,"415,000",3 ,2 ,990,3w,1979,2020-07-15 17:14:41.615238
182 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-182-bishan-street-13-22017303,"500,000",3 ,2 ,893,3w,1986,2020-07-15 17:14:41.615238
748C Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-748c-bedok-reservoir-crescent-22229215,"799,000",4 ,2 ,1130,3w,2014,2020-07-15 17:14:41.615238
182 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-182-bishan-street-13-22017303,"500,000",3 ,2 ,893,3w,1986,2020-07-15 17:14:41.615238
748C Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-748c-bedok-reservoir-crescent-22229215,"799,000",4 ,2 ,1130,3w,2014,2020-07-15 17:14:41.615238
449 Sin Ming Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-449-sin-ming-avenue-22432751,"610,000",3 ,2 ,1130,3w,1988,2020-07-15 17:14:41.615238
681A Jurong West Central 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-681a-jurong-west-central-1-22414944,"648,000",4 ,2 ,1453,3w,1998,2020-07-15 17:14:41.615238
213 Serangoon Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-213-serangoon-avenue-4-22134828,"688,000",3 ,2 ,1345,3w,1984,2020-07-15 17:14:41.615238
636 Ang Mo Kio Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-636-ang-mo-kio-avenue-6-22394833,"498,000",3 ,2 ,990,3w,1980,2020-07-15 17:14:41.615238
471B Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-471b-upper-serangoon-crescent-22895654,"370,000",2 ,2 ,721,3w,2014,2020-07-15 17:14:41.615238
838 Jurong West Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-838-jurong-west-street-81-18299080,"388,000",4 ,2 ,1291,3w,1989,2020-07-15 17:14:41.615238
204B Compassvale Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-204b-compassvale-drive-22896107,"470,000",3 ,2 ,12744,3w,1999,2020-07-15 17:14:41.615238
765 Choa Chu Kang North 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-765-choa-chu-kang-north-5-22895752,"455,000",4 ,2 ,1313,3w,1995,2020-07-15 17:14:41.615238
376B Hougang Street 32,https://www.propertyguru.com.sg/listing/hdb-for-sale-376b-hougang-street-32-22475292,"480,000",3 ,2 ,990,3w,2015,2020-07-15 17:14:41.615238
541 Bukit Batok Street 52,https://www.propertyguru.com.sg/listing/hdb-for-sale-541-bukit-batok-street-52-22895939,"320,000",3 ,2 ,904,3w,1986,2020-07-15 17:14:41.615238
42 Cassia Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-42-cassia-crescent-22294344,"558,000",3 ,2 ,990,3w,1981,2020-07-15 17:14:41.615238
208 Boon Lay Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-208-boon-lay-place-22676040,"230,000",2 ,1 ,699,3w,1976,2020-07-15 17:14:41.615238
663C Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-663c-punggol-drive-22435233,"588,000",3 ,2 ,1184,3w,2015,2020-07-15 17:14:41.615238
515C Tampines Central 7,https://www.propertyguru.com.sg/listing/hdb-for-sale-515c-tampines-central-7-22576926,"780,000",3 ,2 ,1173,3w,2009,2020-07-15 17:14:41.615238
70 Bedok South Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-70-bedok-south-road-22150451,"375,000",3 ,2 ,990,3w,1977,2020-07-15 17:14:41.615238
15 Bedok South Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-15-bedok-south-road-21988263,"390,000",3 ,2 ,947,3w,1975,2020-07-15 17:14:41.615238
10A Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-10a-boon-tiong-road-22895357,"968,008",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
109A Depot Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-109a-depot-road-22895284,"468,000",3 ,2 ,1076,3w,2004,2020-07-15 17:14:41.615238
329A Anchorvale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-329a-anchorvale-street-22895203,"455,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
308C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308c-punggol-walk-22895202,"535,000",3 ,2 ,990,3w,2015,2020-07-15 17:14:41.615238
105C Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-105c-edgefield-plains-22174019,"430,000",3 ,2 ,1184,3w,2001,2020-07-15 17:14:41.615238
528C Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-528c-pasir-ris-street-51-22895131,"550,000",3 ,2 ,1001,3w,2014,2020-07-15 17:14:41.615238
138 Simei Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-138-simei-street-1-21894144,"540,000",3 ,2 ,1313,3w,1987,2020-07-15 17:14:41.615238
259 Ang Mo Kio Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-259-ang-mo-kio-avenue-2-22438112,"880,000",3 ,3 ,1453,3w,1981,2020-07-15 17:14:41.615238
7 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-7-marine-terrace-22865808,"325,000",2 ,1 ,635,3w,1974,2020-07-15 17:14:41.615238
55 Geylang Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-55-geylang-bahru-22894803,"550,000",3 ,2 ,1280,3w,1974,2020-07-15 17:14:41.615238
658D Jurong West Street 65,https://www.propertyguru.com.sg/listing/hdb-for-sale-658d-jurong-west-street-65-22320943,"480,000",3 ,2 ,1206,3w,2000,2020-07-15 17:14:41.615238
63 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-63-marine-drive-22894587,"520,000",3 ,1 ,937,3w,1975,2020-07-15 17:14:41.615238
614 Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-614-senja-road-22343422,"500,000",3 ,2 ,1184,3w,2000,2020-07-15 17:14:41.615238
505A Yishun Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-505a-yishun-street-51-22221503,"410,000",3 ,2 ,93,3w,2014,2020-07-15 17:14:41.615238
712 Hougang Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-712-hougang-avenue-2-22097463,"669,000",4 ,3 ,1593,3w,1985,2020-07-15 17:14:41.615238
72 Telok Blangah Heights,https://www.propertyguru.com.sg/listing/hdb-for-sale-72-telok-blangah-heights-21672020,"598,000",3 ,2 ,1259,3w,1977,2020-07-15 17:14:41.615238
867A Tampines Street 83,https://www.propertyguru.com.sg/listing/hdb-for-sale-867a-tampines-street-83-22246382,"738,000",4 ,3 ,1658,3w,1988,2020-07-15 17:14:41.615238
273 Tampines Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-273-tampines-street-22-22255101,"428,000",3 ,2 ,1130,3w,1983,2020-07-15 17:14:41.615238
534 Jelapang Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-534-jelapang-road-22896080,"580,000",4 ,2 ,1300,3w,1997,2020-07-15 17:14:41.615238
748C Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-748c-bedok-reservoir-crescent-22324509,"850,000",3 ,2 ,1130,3w,2014,2020-07-15 17:14:41.615238
234 Hougang Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-234-hougang-avenue-1-22894329,"749,000",3 ,3 ,1528,3w,1984,2020-07-15 17:14:41.615238
494C Tampines Street 43,https://www.propertyguru.com.sg/listing/hdb-for-sale-494c-tampines-street-43-22894320,"450,000",3 ,2 ,1313,3w,1992,2020-07-15 17:14:41.615238
260A Punggol Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-260a-punggol-way-22894308,"508,000",3 ,3 ,1001,3w,2014,2020-07-15 17:14:41.615238
308 Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-308-clementi-avenue-4-22880406,"330,000",2 ,2 ,721,3w,1978,2020-07-15 17:14:41.615238
476 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-476-ang-mo-kio-avenue-10-22894248,"300,000",2 ,2 ,882,3w,1979,2020-07-15 17:14:41.615238
170 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-170-bishan-street-13-22437834,"460,000",3 ,2 ,893,3w,1986,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22586070,"580,000",2 ,2 ,645,3w,2015,2020-07-15 17:14:41.615238
673C Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-673c-edgefield-plains-22891863,"500,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
633 Ang Mo Kio Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-633-ang-mo-kio-avenue-6-21812233,"275,000",2 ,2 ,721,3w,1979,2020-07-15 17:14:41.615238
138 Rivervale Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-138-rivervale-street-22022714,"535,555",4 ,2 ,1518,3w,1997,2020-07-15 17:14:41.615238
698D Hougang Street 52,https://www.propertyguru.com.sg/listing/hdb-for-sale-698d-hougang-street-52-22893865,"665,000",4 ,2 ,1518,3w,1998,2020-07-15 17:14:41.615238
412 Pasir Ris Drive 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-412-pasir-ris-drive-6-22054060,"410,000",3 ,2 ,1141,3w,1989,2020-07-15 17:14:41.615238
126 Bedok North Street 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-bedok-north-street-2-22680311,"320,000",2 ,2 ,721,3w,1977,2020-07-15 17:14:41.615238
258A Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-258a-punggol-field-22293120,"530,000",3 ,2 ,950,3w,2014,2020-07-15 17:14:41.615238
440C Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-440c-fernvale-link-22893668,"448,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
415A Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-415a-fernvale-link-22302119,"585,000",3 ,2 ,1216,3w,2014,2020-07-15 17:14:41.615238
Block 165 Bishan,https://www.propertyguru.com.sg/listing/hdb-for-sale-block-165-bishan-22894684,"640,000",4 ,2 ,1302,3w,1988,2020-07-15 17:14:41.615238
769 Pasir Ris Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-769-pasir-ris-street-71-22185599,"485,000",4 ,2 ,1346,3w,1994,2020-07-15 17:14:41.615238
180 Ang Mo Kio Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-180-ang-mo-kio-avenue-5-21971480,"825,000",5 ,2 ,1755,3w,1980,2020-07-15 17:14:41.615238
488 Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-488-segar-road-22893411,"245,000",1 ,1 ,506,3w,2013,2020-07-15 17:14:41.615238
464 Pasir Ris Street 41,https://www.propertyguru.com.sg/listing/hdb-for-sale-464-pasir-ris-street-41-22378690,"680,000",4 ,2 ,1626,3w,1992,2020-07-15 17:14:41.615238
313A Sumang Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-313a-sumang-link-22097794,"489,000",3 ,2 ,990,3w,2014,2020-07-15 17:14:41.615238
627 Pasir Ris Drive 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-627-pasir-ris-drive-3-22124838,"525,000",3 ,2 ,1313,3w,1993,2020-07-15 17:14:41.615238
611 Bedok Reservoir Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-611-bedok-reservoir-road-22233030,"550,000",4 ,2 ,1302,3w,1982,2020-07-15 17:14:41.615238
527C Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-527c-pasir-ris-street-51-22051321,"290,000",1 ,1 ,506,3w,2014,2020-07-15 17:14:41.615238
77 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-77-marine-drive-22893078,"890,000",3 ,2 ,1291,3w,1976,2020-07-15 17:14:41.615238
819 Yishun Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-819-yishun-street-81-22100920,"485,000",3 ,2 ,1367,3w,1987,2020-07-15 17:14:41.615238
77 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-77-marine-drive-22893049,"890,000",3 ,2 ,1291,3w,1976,2020-07-15 17:14:41.615238
13 Cantonment Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-13-cantonment-close-22896337,"799,999",3 ,2 ,90,3w,2000,2020-07-15 17:14:41.615238
50 Chai Chee Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-50-chai-chee-street-22892904,"350,000",2 ,2 ,883,3w,1980,2020-07-15 17:14:41.615238
306 Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-306-clementi-avenue-4-22893822,"285,000",2 ,1 ,721,3w,1979,2020-07-15 17:14:41.615238
324D Sengkang East Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-324d-sengkang-east-way-22892906,"410,000",3 ,2 ,968,3w,2000,2020-07-15 17:14:41.615238
158 Bishan Street 13,https://www.propertyguru.com.sg/listing/hdb-for-sale-158-bishan-street-13-22029218,"630,000",4 ,2 ,1302,3w,1987,2020-07-15 17:14:41.615238
324D Sengkang East Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-324d-sengkang-east-way-22892903,"410,000",3 ,2 ,968,3w,2000,2020-07-15 17:14:41.615238
438 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-438-ang-mo-kio-avenue-10-22430294,"420,000",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
88 Telok Blangah Heights,https://www.propertyguru.com.sg/listing/hdb-for-sale-88-telok-blangah-heights-22054759,"828,000",3 ,2 ,1184,3w,2000,2020-07-15 17:14:41.615238
442 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-442-ang-mo-kio-avenue-10-22175246,"388,888",3 ,2 ,990,3w,1978,2020-07-15 17:14:41.615238
703 West Coast Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-703-west-coast-road-21918535,"470,000",3 ,2 ,1001,3w,1979,2020-07-15 17:14:41.615238
631 Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-631-senja-road-22892685,"510,000",3 ,2 ,1184,3w,2002,2020-07-15 17:14:41.615238
819 Yishun Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-819-yishun-street-81-22095617,"485,000",3 ,2 ,1367,3w,1987,2020-07-15 17:14:41.615238
530 Bedok North Street 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-530-bedok-north-street-3-22893615,"428,000",3 ,2 ,990,3w,1979,2020-07-15 17:14:41.615238
1 Ghim Moh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-1-ghim-moh-road-22239675,"450,000",3 ,1 ,700,3w,1975,2020-07-15 17:14:41.615238
550B Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-550b-segar-road-22893335,"558,000",2 ,2 ,1216,3w,2014,2020-07-15 17:14:41.615238
442 Sin Ming Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-442-sin-ming-avenue-21802341,"695,000",3 ,2 ,1346,3w,1988,2020-07-15 17:14:41.615238
12 Holland Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-12-holland-avenue-22700886,"600,000",3 ,2 ,947,3w,1974,2020-07-15 17:14:41.615238
148 Tampines Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-148-tampines-avenue-5-21899336,"820,000",3 ,3 ,1614,3w,1984,2020-07-15 17:14:41.615238
304 Shunfu Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-304-shunfu-road-22187185,"380,000",2 ,2 ,721,3w,1984,2020-07-15 17:14:41.615238
159 Lorong 1 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-159-lorong-1-toa-payoh-22142864,"299,888",2 ,1 ,700,3w,1971,2020-07-15 17:14:41.615238
11 Pine Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-11-pine-close-22690273,"918,000",3 ,2 ,1216,3w,1998,2020-07-15 17:14:41.615238
488B Choa Chu Kang Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-488b-choa-chu-kang-avenue-5-22447827,"460,000",3 ,2 ,1001,3w,2015,2020-07-15 17:14:41.615238
92 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-92-dawson-road-22892315,"1,180,000",3 ,2 ,1313,3w,2015,2020-07-15 17:14:41.615238
683B Choa Chu Kang Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-683b-choa-chu-kang-crescent-21533051,"299,000",3 ,2 ,979,3w,2000,2020-07-15 17:14:41.615238
258C Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-258c-punggol-field-22892250,"490,000",3 ,2 ,1001,3w,2014,2020-07-15 17:14:41.615238
